"item_reference","x","y","z","row","column","block"
1006033502,9.675,10.2,0.32,2,2,"1.P"
1004238354,9.65,10.2,0.32,2,2,"1.P"
1007086747,9.575,10.2,0.32,2,2,"1.P"
1005345525,9.55,10.2,0.32,2,2,"1.P"
1004238327,9.525,10.2,0.32,2,2,"1.P"
1005338217,9.5,10.2,0.32,2,2,"1.P"
1006032044,9.475,10.2,0.32,2,2,"1.P"
1005153780,9.45,10.2,0.32,2,2,"1.P"
1006034394,9.425,10.2,0.32,2,2,"1.P"
1005909934,9.4,10.2,0.32,2,2,"1.P"
1004238877,9.375,10.2,0.32,2,2,"1.P"
1005628071,10.2,10.2,0.64,3,2,"1.P"
1005907521,10.1763157895,10.2,0.64,3,2,"1.P"
1006845673,10.1526315789,10.2,0.64,3,2,"1.P"
1006915756,10.1052631579,10.2,0.64,3,2,"1.P"
1006045248,10.0815789474,10.2,0.64,3,2,"1.P"
1007171535,10.0578947368,10.2,0.64,3,2,"1.P"
1006843026,10.0342105263,10.2,0.64,3,2,"1.P"
1003648990,10.0105263158,10.2,0.64,3,2,"1.P"
1003427364,9.9868421053,10.2,0.64,3,2,"1.P"
1004287134,9.9631578947,10.2,0.64,3,2,"1.P"
1005333591,9.9394736842,10.2,0.64,3,2,"1.P"
1005354228,9.9157894737,10.2,0.64,3,2,"1.P"
1005354237,9.8921052632,10.2,0.64,3,2,"1.P"
1005354309,9.8684210526,10.2,0.64,3,2,"1.P"
1005852685,9.8447368421,10.2,0.64,3,2,"1.P"
1004260106,9.8210526316,10.2,0.64,3,2,"1.P"
1004260115,9.7973684211,10.2,0.64,3,2,"1.P"
1003733337,9.7736842105,10.2,0.64,3,2,"1.P"
1003733580,9.75,10.2,0.64,3,2,"1.P"
1003733832,9.7263157895,10.2,0.64,3,2,"1.P"
1005810131,9.7026315789,10.2,0.64,3,2,"1.P"
1006437478,9.6789473684,10.2,0.64,3,2,"1.P"
1005813921,9.6552631579,10.2,0.64,3,2,"1.P"
1005865555,9.6315789474,10.2,0.64,3,2,"1.P"
1005338154,9.6078947368,10.2,0.64,3,2,"1.P"
1005659167,9.5605263158,10.2,0.64,3,2,"1.P"
1006456684,9.5368421053,10.2,0.64,3,2,"1.P"
1004281897,9.5131578947,10.2,0.64,3,2,"1.P"
1004282120,9.4894736842,10.2,0.64,3,2,"1.P"
1004110625,9.4657894737,10.2,0.64,3,2,"1.P"
1006930687,9.4421052632,10.2,0.64,3,2,"1.P"
1003671741,9.3710526316,10.2,0.64,3,2,"1.P"
1005827412,9.3473684211,10.2,0.64,3,2,"1.P"
1004172663,9.3236842105,10.2,0.64,3,2,"1.P"
1004236338,10.2,10.2,0.96,4,2,"1.P"
1004281347,10.175,10.2,0.96,4,2,"1.P"
1004792331,10.15,10.2,0.96,4,2,"1.P"
1004792791,10.125,10.2,0.96,4,2,"1.P"
1002767566,10.1,10.2,0.96,4,2,"1.P"
1004256688,10.075,10.2,0.96,4,2,"1.P"
1005847591,10.05,10.2,0.96,4,2,"1.P"
1001558235,10.025,10.2,0.96,4,2,"1.P"
1002424395,10,10.2,0.96,4,2,"1.P"
1001515511,9.975,10.2,0.96,4,2,"1.P"
1007089429,9.925,10.2,0.96,4,2,"1.P"
1004239173,9.9,10.2,0.96,4,2,"1.P"
1002425556,9.875,10.2,0.96,4,2,"1.P"
1005811716,9.85,10.2,0.96,4,2,"1.P"
1003675314,9.825,10.2,0.96,4,2,"1.P"
1002760644,9.8,10.2,0.96,4,2,"1.P"
1005936989,9.775,10.2,0.96,4,2,"1.P"
1004235122,9.75,10.2,0.96,4,2,"1.P"
1003676188,9.725,10.2,0.96,4,2,"1.P"
1006057696,9.7,10.2,0.96,4,2,"1.P"
1006020885,9.675,10.2,0.96,4,2,"1.P"
1004777257,9.65,10.2,0.96,4,2,"1.P"
1005627045,9.625,10.2,0.96,4,2,"1.P"
1005636027,9.6,10.2,0.96,4,2,"1.P"
1004159442,9.575,10.2,0.96,4,2,"1.P"
1004755440,9.55,10.2,0.96,4,2,"1.P"
1006034538,9.525,10.2,0.96,4,2,"1.P"
1006922712,9.5,10.2,0.96,4,2,"1.P"
1006034123,9.475,10.2,0.96,4,2,"1.P"
1001579827,10.2,10.2,1.6,6,2,"1.P"
1001679583,10.175,10.2,1.6,6,2,"1.P"
1002266544,10.15,10.2,1.6,6,2,"1.P"
1004233368,10.125,10.2,1.6,6,2,"1.P"
1002164907,10.1,10.2,1.6,6,2,"1.P"
1002670130,10.075,10.2,1.6,6,2,"1.P"
1001750736,10.05,10.2,1.6,6,2,"1.P"
1003244231,10.025,10.2,1.6,6,2,"1.P"
1004256741,10,10.2,1.6,6,2,"1.P"
1004256750,9.975,10.2,1.6,6,2,"1.P"
1005218319,9.95,10.2,1.6,6,2,"1.P"
1004733840,9.925,10.2,1.6,6,2,"1.P"
1001884099,9.9,10.2,1.6,6,2,"1.P"
1004233610,9.875,10.2,1.6,6,2,"1.P"
1003270629,9.85,10.2,1.6,6,2,"1.P"
1001390123,9.825,10.2,1.6,6,2,"1.P"
1004258983,9.8,10.2,1.6,6,2,"1.P"
1004276910,9.775,10.2,1.6,6,2,"1.P"
1004276929,9.75,10.2,1.6,6,2,"1.P"
1004276938,9.725,10.2,1.6,6,2,"1.P"
1004276947,9.7,10.2,1.6,6,2,"1.P"
1004276956,9.675,10.2,1.6,6,2,"1.P"
1004277234,9.65,10.2,1.6,6,2,"1.P"
1005336147,9.625,10.2,1.6,6,2,"1.P"
1005336156,9.6,10.2,1.6,6,2,"1.P"
1005340692,9.575,10.2,1.6,6,2,"1.P"
1005340836,9.55,10.2,1.6,6,2,"1.P"
1005466611,9.525,10.2,1.6,6,2,"1.P"
1005878632,9.5,10.2,1.6,6,2,"1.P"
1005878641,9.475,10.2,1.6,6,2,"1.P"
1005877372,9.425,10.2,1.6,6,2,"1.P"
1005877381,9.4,10.2,1.6,6,2,"1.P"
1005877390,9.375,10.2,1.6,6,2,"1.P"
1005824442,9.35,10.2,1.6,6,2,"1.P"
1005121712,9.3,10.2,0.32,2,3,"1.P"
1006032963,9.2907216495,10.2,0.32,2,3,"1.P"
1004282085,9.281443299,10.2,0.32,2,3,"1.P"
1004745036,9.2721649485,10.2,0.32,2,3,"1.P"
1005121749,9.2628865979,10.2,0.32,2,3,"1.P"
1005867959,9.2536082474,10.2,0.32,2,3,"1.P"
1005657123,9.2350515464,10.2,0.32,2,3,"1.P"
1004262780,9.2164948454,10.2,0.32,2,3,"1.P"
1004715165,9.2072164948,10.2,0.32,2,3,"1.P"
1004239416,9.1979381443,10.2,0.32,2,3,"1.P"
1005657286,9.1886597938,10.2,0.32,2,3,"1.P"
1005144933,9.1793814433,10.2,0.32,2,3,"1.P"
1005914389,9.1701030928,10.2,0.32,2,3,"1.P"
1004274994,9.1608247423,10.2,0.32,2,3,"1.P"
1005131874,9.1515463918,10.2,0.32,2,3,"1.P"
1007079402,9.1422680412,10.2,0.32,2,3,"1.P"
1005824370,9.1329896907,10.2,0.32,2,3,"1.P"
1006467637,9.1237113402,10.2,0.32,2,3,"1.P"
1005843054,9.1144329897,10.2,0.32,2,3,"1.P"
1006016376,9.1051546392,10.2,0.32,2,3,"1.P"
1006457566,9.0958762887,10.2,0.32,2,3,"1.P"
1006034862,9.0865979381,10.2,0.32,2,3,"1.P"
1006027239,9.0773195876,10.2,0.32,2,3,"1.P"
1005936970,9.0587628866,10.2,0.32,2,3,"1.P"
1004286207,9.0494845361,10.2,0.32,2,3,"1.P"
1005664990,9.0402061856,10.2,0.32,2,3,"1.P"
1005663946,9.0309278351,10.2,0.32,2,3,"1.P"
1005846420,9.0030927835,10.2,0.32,2,3,"1.P"
1005846439,8.993814433,10.2,0.32,2,3,"1.P"
1007086756,8.9845360825,10.2,0.32,2,3,"1.P"
1005657484,9.3,10.2,0.96,4,3,"1.P"
1004755611,9.275,10.2,0.96,4,3,"1.P"
1005845845,9.25,10.2,0.96,4,3,"1.P"
1005352897,9.225,10.2,0.96,4,3,"1.P"
1003890342,9.2,10.2,0.96,4,3,"1.P"
1004239245,9.175,10.2,0.96,4,3,"1.P"
1005657367,9.15,10.2,0.96,4,3,"1.P"
1005937104,9.1,10.2,0.96,4,3,"1.P"
1006503988,9.075,10.2,0.96,4,3,"1.P"
1006503861,9.05,10.2,0.96,4,3,"1.P"
1004233674,9.025,10.2,0.96,4,3,"1.P"
1006011209,9,10.2,0.96,4,3,"1.P"
1006011191,8.975,10.2,0.96,4,3,"1.P"
1006011182,8.95,10.2,0.96,4,3,"1.P"
1005132404,8.925,10.2,0.96,4,3,"1.P"
1004766943,8.9,10.2,0.96,4,3,"1.P"
1004300228,8.875,10.2,0.96,4,3,"1.P"
1004300561,8.85,10.2,0.96,4,3,"1.P"
1005843351,8.825,10.2,0.96,4,3,"1.P"
1005843225,8.8,10.2,0.96,4,3,"1.P"
1007087403,8.775,10.2,0.96,4,3,"1.P"
1005827296,8.75,10.2,0.96,4,3,"1.P"
1005132044,8.725,10.2,0.96,4,3,"1.P"
1005636036,8.7,10.2,0.96,4,3,"1.P"
1006010084,8.675,10.2,0.96,4,3,"1.P"
1005907693,8.65,10.2,0.96,4,3,"1.P"
1006029237,8.625,10.2,0.96,4,3,"1.P"
1005348667,8.6,10.2,0.96,4,3,"1.P"
1005352707,8.575,10.2,0.96,4,3,"1.P"
1007097178,8.525,10.2,0.96,4,3,"1.P"
1007097169,8.5,10.2,0.96,4,3,"1.P"
1004745027,8.475,10.2,0.96,4,3,"1.P"
1006915224,8.45,10.2,0.96,4,3,"1.P"
1003895789,9.3,10.2,1.28,5,3,"1.P"
1003895798,9.275,10.2,1.28,5,3,"1.P"
1004239407,9.25,10.2,1.28,5,3,"1.P"
1004751859,9.225,10.2,1.28,5,3,"1.P"
1003888787,9.2,10.2,1.28,5,3,"1.P"
1005636973,9.175,10.2,1.28,5,3,"1.P"
1002656794,9.15,10.2,1.28,5,3,"1.P"
1002543140,9.1,10.2,1.28,5,3,"1.P"
1003461988,9.075,10.2,1.28,5,3,"1.P"
1005937113,9.05,10.2,1.28,5,3,"1.P"
1003477440,9.025,10.2,1.28,5,3,"1.P"
1003477459,9,10.2,1.28,5,3,"1.P"
1005120281,8.975,10.2,1.28,5,3,"1.P"
1004277991,8.95,10.2,1.28,5,3,"1.P"
1005866194,8.925,10.2,1.28,5,3,"1.P"
1003440396,8.9,10.2,1.28,5,3,"1.P"
1004239731,8.875,10.2,1.28,5,3,"1.P"
1004719927,8.85,10.2,1.28,5,3,"1.P"
1005641661,8.825,10.2,1.28,5,3,"1.P"
1005867210,8.8,10.2,1.28,5,3,"1.P"
1006010048,8.775,10.2,1.28,5,3,"1.P"
1006010057,8.75,10.2,1.28,5,3,"1.P"
1006034583,8.725,10.2,1.28,5,3,"1.P"
1005120182,8.7,10.2,1.28,5,3,"1.P"
1003476216,8.675,10.2,1.28,5,3,"1.P"
1006914883,8.65,10.2,1.28,5,3,"1.P"
1005628503,8.625,10.2,1.28,5,3,"1.P"
1004238084,8.6,10.2,1.28,5,3,"1.P"
1003448208,9.3,10.2,1.6,6,3,"1.P"
1004755431,9.2763157895,10.2,1.6,6,3,"1.P"
1005867300,9.2526315789,10.2,1.6,6,3,"1.P"
1005867328,9.2289473684,10.2,1.6,6,3,"1.P"
1004754874,9.2052631579,10.2,1.6,6,3,"1.P"
1004799307,9.1815789474,10.2,1.6,6,3,"1.P"
1004799415,9.1578947368,10.2,1.6,6,3,"1.P"
1005917854,9.1342105263,10.2,1.6,6,3,"1.P"
1006019832,9.1105263158,10.2,1.6,6,3,"1.P"
1001734635,9.0868421053,10.2,1.6,6,3,"1.P"
1003153926,9.0631578947,10.2,1.6,6,3,"1.P"
1006019670,9.0394736842,10.2,1.6,6,3,"1.P"
1006914748,9.0157894737,10.2,1.6,6,3,"1.P"
1006914739,8.9921052632,10.2,1.6,6,3,"1.P"
1006915189,8.9684210526,10.2,1.6,6,3,"1.P"
1004799929,8.9210526316,10.2,1.6,6,3,"1.P"
1004799938,8.8973684211,10.2,1.6,6,3,"1.P"
1005936998,8.8736842105,10.2,1.6,6,3,"1.P"
1004738106,8.85,10.2,1.6,6,3,"1.P"
1004738296,8.8263157895,10.2,1.6,6,3,"1.P"
1005351762,8.8026315789,10.2,1.6,6,3,"1.P"
1003841652,8.7789473684,10.2,1.6,6,3,"1.P"
1007085306,8.7552631579,10.2,1.6,6,3,"1.P"
1007085315,8.7315789474,10.2,1.6,6,3,"1.P"
1003676566,8.7078947368,10.2,1.6,6,3,"1.P"
1004262898,8.6842105263,10.2,1.6,6,3,"1.P"
1005628008,8.6605263158,10.2,1.6,6,3,"1.P"
1006034529,8.6368421053,10.2,1.6,6,3,"1.P"
1004294299,8.6131578947,10.2,1.6,6,3,"1.P"
1004294307,8.5894736842,10.2,1.6,6,3,"1.P"
1004294316,8.5657894737,10.2,1.6,6,3,"1.P"
1003415493,8.5421052632,10.2,1.6,6,3,"1.P"
1003427760,8.5184210526,10.2,1.6,6,3,"1.P"
1003895770,8.4710526316,10.2,1.6,6,3,"1.P"
1004170403,8.4473684211,10.2,1.6,6,3,"1.P"
1004755459,8.4236842105,10.2,1.6,6,3,"1.P"
1006910328,8.4,10.2,0.64,3,4,"1.P"
1001324522,8.375,10.2,0.64,3,4,"1.P"
1006032233,7.5,10.2,0.64,3,5,"1.P"
1006032224,7.475,10.2,0.64,3,5,"1.P"
1006032134,7.45,10.2,0.64,3,5,"1.P"
1006032017,7.425,10.2,0.64,3,5,"1.P"
1004279160,7.4,10.2,0.64,3,5,"1.P"
1003250072,7.375,10.2,0.64,3,5,"1.P"
1004279034,7.35,10.2,0.64,3,5,"1.P"
1003703907,7.325,10.2,0.64,3,5,"1.P"
1005336697,7.3,10.2,0.64,3,5,"1.P"
1005336705,7.275,10.2,0.64,3,5,"1.P"
1004260296,7.25,10.2,0.64,3,5,"1.P"
1005846637,7.225,10.2,0.64,3,5,"1.P"
1005846312,7.2,10.2,0.64,3,5,"1.P"
1005846321,7.175,10.2,0.64,3,5,"1.P"
1004280302,7.15,10.2,0.64,3,5,"1.P"
1003461735,7.125,10.2,0.64,3,5,"1.P"
1004233043,7.1,10.2,0.64,3,5,"1.P"
1006845989,6.5,11.1,0.64,3,1,"1.Q"
1001514323,6.525,11.1,0.64,3,1,"1.Q"
1001161091,6.55,11.1,0.64,3,1,"1.Q"
1004253087,6.575,11.1,0.64,3,1,"1.Q"
1003443276,6.6,11.1,0.64,3,1,"1.Q"
1005871837,6.625,11.1,0.64,3,1,"1.Q"
1005871846,6.65,11.1,0.64,3,1,"1.Q"
1005913010,6.675,11.1,0.64,3,1,"1.Q"
1005852234,6.7,11.1,0.64,3,1,"1.Q"
1004292101,6.775,11.1,0.64,3,1,"1.Q"
1005876977,6.825,11.1,0.64,3,1,"1.Q"
1005861397,6.85,11.1,0.64,3,1,"1.Q"
1005857301,6.875,11.1,0.64,3,1,"1.Q"
1005861531,6.9,11.1,0.64,3,1,"1.Q"
1005861423,6.925,11.1,0.64,3,1,"1.Q"
1004277351,6.95,11.1,0.64,3,1,"1.Q"
1006360167,6.975,11.1,0.64,3,1,"1.Q"
1004235230,7,11.1,0.64,3,1,"1.Q"
1004250882,7.025,11.1,0.64,3,1,"1.Q"
1005871909,7.05,11.1,0.64,3,1,"1.Q"
1003250559,6.5,11.1,0.96,4,1,"1.Q"
1003250540,6.525,11.1,0.96,4,1,"1.Q"
1004268207,6.55,11.1,0.96,4,1,"1.Q"
1003202750,6.575,11.1,0.96,4,1,"1.Q"
1003565208,6.6,11.1,0.96,4,1,"1.Q"
1002933282,6.625,11.1,0.96,4,1,"1.Q"
1005816018,6.65,11.1,0.96,4,1,"1.Q"
1005812724,6.725,11.1,0.96,4,1,"1.Q"
1004238462,6.775,11.1,0.96,4,1,"1.Q"
1004260584,6.8,11.1,0.96,4,1,"1.Q"
1005857194,6.825,11.1,0.96,4,1,"1.Q"
1005857310,6.85,11.1,0.96,4,1,"1.Q"
1004259568,6.9,11.1,0.96,4,1,"1.Q"
1005335887,6.925,11.1,0.96,4,1,"1.Q"
1006873717,6.95,11.1,0.96,4,1,"1.Q"
1004236077,7.4,11.1,0.64,3,2,"1.Q"
1006471290,7.425,11.1,0.64,3,2,"1.Q"
1006471416,7.45,11.1,0.64,3,2,"1.Q"
1003725534,7.475,11.1,0.64,3,2,"1.Q"
1006028201,7.5,11.1,0.64,3,2,"1.Q"
1006445802,7.525,11.1,0.64,3,2,"1.Q"
1003443537,7.55,11.1,0.64,3,2,"1.Q"
1001573599,7.575,11.1,0.64,3,2,"1.Q"
1004236158,7.6,11.1,0.64,3,2,"1.Q"
1004237030,7.625,11.1,0.64,3,2,"1.Q"
1004253726,7.65,11.1,0.64,3,2,"1.Q"
1004237913,7.675,11.1,0.64,3,2,"1.Q"
1004269396,7.7,11.1,0.64,3,2,"1.Q"
1004270583,7.725,11.1,0.64,3,2,"1.Q"
1002305612,7.75,11.1,0.64,3,2,"1.Q"
1002306125,7.775,11.1,0.64,3,2,"1.Q"
1004253735,7.8,11.1,0.64,3,2,"1.Q"
1004254301,7.85,11.1,0.64,3,2,"1.Q"
1004261141,7.875,11.1,0.64,3,2,"1.Q"
1005869245,7.4,11.1,0.96,4,2,"1.Q"
1006943872,7.45,11.1,0.96,4,2,"1.Q"
1003440387,7.475,11.1,0.96,4,2,"1.Q"
1005812616,7.5,11.1,0.96,4,2,"1.Q"
1005626938,7.55,11.1,0.96,4,2,"1.Q"
1006848283,7.575,11.1,0.96,4,2,"1.Q"
1006848274,7.6,11.1,0.96,4,2,"1.Q"
1005817602,7.625,11.1,0.96,4,2,"1.Q"
1007191218,7.65,11.1,0.96,4,2,"1.Q"
1007190976,7.675,11.1,0.96,4,2,"1.Q"
1006069152,7.7,11.1,0.96,4,2,"1.Q"
1006844719,7.75,11.1,0.96,4,2,"1.Q"
1004274589,7.825,11.1,0.96,4,2,"1.Q"
1004279629,7.85,11.1,0.96,4,2,"1.Q"
1004281851,7.875,11.1,0.96,4,2,"1.Q"
1005902201,7.9,11.1,0.96,4,2,"1.Q"
1005902210,7.925,11.1,0.96,4,2,"1.Q"
1005902229,7.95,11.1,0.96,4,2,"1.Q"
1002655597,7.975,11.1,0.96,4,2,"1.Q"
1007306139,8,11.1,0.96,4,2,"1.Q"
1003441412,8.025,11.1,0.96,4,2,"1.Q"
1004234655,8.05,11.1,0.96,4,2,"1.Q"
1005346137,8.075,11.1,0.96,4,2,"1.Q"
1005811761,8.1,11.1,0.96,4,2,"1.Q"
1004233863,8.125,11.1,0.96,4,2,"1.Q"
1003772550,8.15,11.1,0.96,4,2,"1.Q"
1002508680,8.175,11.1,0.96,4,2,"1.Q"
1002513116,8.2,11.1,0.96,4,2,"1.Q"
1006469086,8.225,11.1,0.96,4,2,"1.Q"
1006044997,8.25,11.1,0.96,4,2,"1.Q"
1003565136,8.275,11.1,0.96,4,2,"1.Q"
1005943873,8.3,11.1,0.96,4,3,"1.Q"
1001502470,8.325,11.1,0.96,4,3,"1.Q"
1000715286,8.35,11.1,0.96,4,3,"1.Q"
1003846062,8.375,11.1,0.96,4,3,"1.Q"
1005353931,8.425,11.1,0.96,4,3,"1.Q"
1003529622,8.45,11.1,0.96,4,3,"1.Q"
1001003555,8.475,11.1,0.96,4,3,"1.Q"
1002769230,8.5,11.1,0.96,4,3,"1.Q"
1004268838,8.525,11.1,0.96,4,3,"1.Q"
1003887689,8.6,11.1,0.96,4,3,"1.Q"
1005875103,8.625,11.1,0.96,4,3,"1.Q"
1004755800,8.65,11.1,0.96,4,3,"1.Q"
1005852252,8.675,11.1,0.96,4,3,"1.Q"
1002765009,8.7,11.1,0.96,4,3,"1.Q"
1002212435,8.725,11.1,0.96,4,3,"1.Q"
1001452872,8.75,11.1,0.96,4,3,"1.Q"
1003884475,8.825,11.1,0.96,4,3,"1.Q"
1003192932,8.85,11.1,0.96,4,3,"1.Q"
1003500713,8.875,11.1,0.96,4,3,"1.Q"
1005854728,8.9,11.1,0.96,4,3,"1.Q"
1003884295,8.925,11.1,0.96,4,3,"1.Q"
1002394911,8.95,11.1,0.96,4,3,"1.Q"
1005622437,8.975,11.1,0.96,4,3,"1.Q"
1002177697,9,11.1,0.96,4,3,"1.Q"
1003895536,9.025,11.1,0.96,4,3,"1.Q"
1001416151,9.05,11.1,0.96,4,3,"1.Q"
1005341600,9.075,11.1,0.96,4,3,"1.Q"
1005831291,9.1,11.1,0.96,4,3,"1.Q"
1000898347,9.15,11.1,0.96,4,3,"1.Q"
1002713501,9.2,11.1,0.64,3,4,"1.Q"
1001293941,9.2195652174,11.1,0.64,3,4,"1.Q"
1006484791,9.2391304348,11.1,0.64,3,4,"1.Q"
1005906261,9.2586956522,11.1,0.64,3,4,"1.Q"
1001858548,9.2782608696,11.1,0.64,3,4,"1.Q"
1001858557,9.297826087,11.1,0.64,3,4,"1.Q"
1001858575,9.3173913043,11.1,0.64,3,4,"1.Q"
1006048371,9.3369565217,11.1,0.64,3,4,"1.Q"
1006048498,9.3565217391,11.1,0.64,3,4,"1.Q"
1002728488,9.3760869565,11.1,0.64,3,4,"1.Q"
1003763082,9.3956521739,11.1,0.64,3,4,"1.Q"
1004733822,9.4152173913,11.1,0.64,3,4,"1.Q"
1000687251,9.4347826087,11.1,0.64,3,4,"1.Q"
1003134404,9.4543478261,11.1,0.64,3,4,"1.Q"
1003395955,9.4739130435,11.1,0.64,3,4,"1.Q"
1003396071,9.4934782609,11.1,0.64,3,4,"1.Q"
1005130055,9.5130434783,11.1,0.64,3,4,"1.Q"
1006916052,9.5326086957,11.1,0.64,3,4,"1.Q"
1006916241,9.552173913,11.1,0.64,3,4,"1.Q"
1003154808,9.5717391304,11.1,0.64,3,4,"1.Q"
1003151162,9.5913043478,11.1,0.64,3,4,"1.Q"
1003763000,9.6108695652,11.1,0.64,3,4,"1.Q"
1006018473,9.6304347826,11.1,0.64,3,4,"1.Q"
1000701038,9.65,11.1,0.64,3,4,"1.Q"
1002760392,9.6695652174,11.1,0.64,3,4,"1.Q"
1003147077,9.6891304348,11.1,0.64,3,4,"1.Q"
1000918119,9.7086956522,11.1,0.64,3,4,"1.Q"
1004750805,9.7282608696,11.1,0.64,3,4,"1.Q"
1005137283,9.747826087,11.1,0.64,3,4,"1.Q"
1005910013,9.7673913043,11.1,0.64,3,4,"1.Q"
1007085199,9.7869565217,11.1,0.64,3,4,"1.Q"
1007085180,9.8065217391,11.1,0.64,3,4,"1.Q"
1007085063,9.8260869565,11.1,0.64,3,4,"1.Q"
1003158228,9.8652173913,11.1,0.64,3,4,"1.Q"
1002884421,9.8847826087,11.1,0.64,3,4,"1.Q"
1003762993,9.9043478261,11.1,0.64,3,4,"1.Q"
1000431858,9.9239130435,11.1,0.64,3,4,"1.Q"
1000642016,9.9630434783,11.1,0.64,3,4,"1.Q"
1000642025,9.9826086957,11.1,0.64,3,4,"1.Q"
1006019797,10.002173913,11.1,0.64,3,4,"1.Q"
1001295624,10.0217391304,11.1,0.64,3,4,"1.Q"
1003762858,10.0413043478,11.1,0.64,3,4,"1.Q"
1004173365,10.0608695652,11.1,0.64,3,4,"1.Q"
1005155625,10.0804347826,11.1,0.64,3,4,"1.Q"
1000430327,9.2,11.1,0.96,4,4,"1.Q"
1000641486,9.25,11.1,0.96,4,4,"1.Q"
1000641495,9.275,11.1,0.96,4,4,"1.Q"
1000430291,9.3,11.1,0.96,4,4,"1.Q"
1001061038,9.325,11.1,0.96,4,4,"1.Q"
1005628927,9.35,11.1,0.96,4,4,"1.Q"
1000430282,9.375,11.1,0.96,4,4,"1.Q"
1000641413,9.4,11.1,0.96,4,4,"1.Q"
1006903533,9.425,11.1,0.96,4,4,"1.Q"
1003698256,9.45,11.1,0.96,4,4,"1.Q"
1006914720,9.475,11.1,0.96,4,4,"1.Q"
1002423873,9.5,11.1,0.96,4,4,"1.Q"
1007191191,9.525,11.1,0.96,4,4,"1.Q"
1000853157,9.55,11.1,0.96,4,4,"1.Q"
1000853166,9.575,11.1,0.96,4,4,"1.Q"
1003949004,9.625,11.1,0.96,4,4,"1.Q"
1001206208,9.65,11.1,0.96,4,4,"1.Q"
1006848111,9.675,11.1,0.96,4,4,"1.Q"
1005143727,9.7,11.1,0.96,4,4,"1.Q"
1001806545,9.75,11.1,0.96,4,4,"1.Q"
1005155850,9.775,11.1,0.96,4,4,"1.Q"
1006926277,9.8,11.1,0.96,4,4,"1.Q"
1006926268,9.825,11.1,0.96,4,4,"1.Q"
1006926259,9.85,11.1,0.96,4,4,"1.Q"
1005627577,9.875,11.1,0.96,4,4,"1.Q"
1006003523,9.9,11.1,0.96,4,4,"1.Q"
1006914784,9.925,11.1,0.96,4,4,"1.Q"
1005131928,9.95,11.1,0.96,4,4,"1.Q"
1006492837,9.975,11.1,0.96,4,4,"1.Q"
1004775619,10.1,11.1,0.64,3,5,"1.Q"
1002428814,10.1225,11.1,0.64,3,5,"1.Q"
1003568340,10.145,11.1,0.64,3,5,"1.Q"
1000947757,10.1675,11.1,0.64,3,5,"1.Q"
1002346941,10.19,11.1,0.64,3,5,"1.Q"
1002561294,10.2125,11.1,0.64,3,5,"1.Q"
1002561302,10.235,11.1,0.64,3,5,"1.Q"
1002561654,10.2575,11.1,0.64,3,5,"1.Q"
1000949674,10.28,11.1,0.64,3,5,"1.Q"
1001130941,10.325,11.1,0.64,3,5,"1.Q"
1000626726,10.3475,11.1,0.64,3,5,"1.Q"
1000631883,10.37,11.1,0.64,3,5,"1.Q"
1000903773,10.3925,11.1,0.64,3,5,"1.Q"
1000948594,10.415,11.1,0.64,3,5,"1.Q"
1000949548,10.4375,11.1,0.64,3,5,"1.Q"
1000949638,10.46,11.1,0.64,3,5,"1.Q"
1002561717,10.4825,11.1,0.64,3,5,"1.Q"
1000949917,10.505,11.1,0.64,3,5,"1.Q"
1002548901,10.5275,11.1,0.64,3,5,"1.Q"
1000949647,10.55,11.1,0.64,3,5,"1.Q"
1002353998,10.5725,11.1,0.64,3,5,"1.Q"
1005917421,10.595,11.1,0.64,3,5,"1.Q"
1002175086,10.6175,11.1,0.64,3,5,"1.Q"
1001020024,10.64,11.1,0.64,3,5,"1.Q"
1000947982,10.6625,11.1,0.64,3,5,"1.Q"
1002980073,10.685,11.1,0.64,3,5,"1.Q"
1000948576,10.7075,11.1,0.64,3,5,"1.Q"
1002979705,10.73,11.1,0.64,3,5,"1.Q"
1003427238,10.7525,11.1,0.64,3,5,"1.Q"
1006050125,10.775,11.1,0.64,3,5,"1.Q"
1000947676,10.7975,11.1,0.64,3,5,"1.Q"
1004262186,10.82,11.1,0.64,3,5,"1.Q"
1006900310,10.8425,11.1,0.64,3,5,"1.Q"
1005909790,10.865,11.1,0.64,3,5,"1.Q"
1005909916,10.8875,11.1,0.64,3,5,"1.Q"
1005910031,10.91,11.1,0.64,3,5,"1.Q"
1002428788,10.9325,11.1,0.64,3,5,"1.Q"
1000947739,10.955,11.1,0.64,3,5,"1.Q"
1002802331,10.9775,11.1,0.64,3,5,"1.Q"
1000949593,10.1,11.1,0.96,4,5,"1.Q"
1000949520,10.125,11.1,0.96,4,5,"1.Q"
1003438191,10.15,11.1,0.96,4,5,"1.Q"
1003395478,10.175,11.1,0.96,4,5,"1.Q"
1000949782,10.2,11.1,0.96,4,5,"1.Q"
1002186570,10.225,11.1,0.96,4,5,"1.Q"
1003585413,10.25,11.1,0.96,4,5,"1.Q"
1000947964,10.275,11.1,0.96,4,5,"1.Q"
1002067798,10.3,11.1,0.96,4,5,"1.Q"
1000947829,10.325,11.1,0.96,4,5,"1.Q"
1000949746,10.35,11.1,0.96,4,5,"1.Q"
1000949737,10.375,11.1,0.96,4,5,"1.Q"
1000950113,10.4,11.1,0.96,4,5,"1.Q"
